booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,meal_plan_1,meal_plan_2,no_meal_plan,required_car_parking_space,room_type_1,room_type_2,room_type_3,room_type_4,room_type_5,room_type_6,lead_time,arrival_year,arrival_month,arrival_day,Aviation,Complementary,Corporate,Offline,Online,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,canceled
INN07622,2,0,1,1,1,0,0,0,1,0,0,0,0,0,6,2018,5,23,0,0,0,0,1,0,0,0,140,1,0
INN07672,2,0,0,2,0,0,0,0,0,0,0,1,0,0,78,2018,10,26,0,0,0,0,1,0,0,0,138.6,1,0
INN07676,2,0,1,2,1,0,0,0,1,0,0,0,0,0,305,2018,11,4,0,0,0,1,0,0,0,0,89,0,1
INN07680,2,0,0,2,0,0,0,0,1,0,0,0,0,0,257,2017,7,1,0,0,0,1,0,0,0,0,101.5,0,1
INN07681,3,1,1,1,1,0,0,0,0,0,0,0,0,0,51,2018,8,29,0,0,0,0,1,0,0,0,181.19,0,0
INN07690,2,0,2,2,1,0,0,0,0,1,0,0,0,0,113,2018,4,24,0,0,0,0,1,0,0,0,85.85,0,0
INN07700,2,0,1,2,1,0,0,0,1,0,0,0,0,0,118,2018,6,6,0,0,0,1,0,0,0,0,120,0,0
INN07705,2,0,0,1,1,0,0,0,0,0,0,1,0,0,26,2018,4,13,0,0,0,0,1,0,0,0,126,0,0
INN07714,2,0,1,1,1,0,0,0,1,0,0,0,0,0,174,2017,10,10,0,0,0,1,0,0,0,0,70,0,1
INN07736,3,0,2,3,1,0,0,0,0,0,0,1,0,0,53,2017,9,26,0,0,0,1,0,0,0,0,167.22,1,0
INN07748,1,0,2,2,1,0,0,0,0,0,0,1,0,0,35,2018,4,22,0,0,0,0,1,0,0,0,118.8,0,1
INN07751,2,0,0,2,1,0,0,0,1,0,0,0,0,0,4,2018,2,25,0,0,0,0,1,0,0,0,93,0,0
INN07758,1,0,0,4,1,0,0,0,1,0,0,0,0,0,195,2018,10,18,0,0,0,0,1,0,0,0,90.9,2,1
INN07764,2,0,2,1,0,0,0,0,1,0,0,0,0,0,124,2017,8,8,0,0,0,1,0,0,0,0,94.5,0,1
INN07801,1,0,0,2,1,0,0,0,0,0,0,1,0,0,2,2018,11,2,1,0,0,0,0,0,0,0,94,0,1
INN07818,2,0,1,2,1,0,0,0,0,1,0,0,0,0,37,2018,2,12,0,0,0,0,1,0,0,0,71.55,0,0
INN07831,2,0,0,1,0,0,0,0,1,0,0,0,0,0,55,2018,4,6,0,0,0,1,0,0,0,0,104,0,0
INN07859,2,0,1,2,1,0,0,0,0,0,0,1,0,0,21,2018,10,10,0,0,0,1,0,0,0,0,107,0,0
INN07860,2,0,0,1,0,0,1,0,1,0,0,0,0,0,2,2018,6,18,0,0,0,0,1,0,0,0,129,1,0
INN07914,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2018,7,6,0,0,0,0,1,0,0,0,112.42,1,0
INN07927,3,0,0,2,1,0,0,0,0,0,0,1,0,0,1,2018,9,22,0,0,0,1,0,0,0,0,198,0,0
INN07929,2,1,1,2,1,0,0,0,1,0,0,0,0,0,23,2018,4,29,0,0,0,0,1,0,0,0,137.67,2,0
INN07948,2,0,2,2,1,0,0,0,1,0,0,0,0,0,11,2018,7,24,0,0,0,0,1,0,0,0,110.46,1,0
INN07964,2,0,0,4,1,0,0,0,1,0,0,0,0,0,36,2018,10,26,0,0,0,0,1,0,0,0,129,1,1
INN07965,2,0,0,3,1,0,0,0,1,0,0,0,0,0,15,2018,4,27,0,0,0,0,1,0,0,0,103.44,0,1
INN07978,2,0,0,4,1,0,0,0,1,0,0,0,0,0,130,2018,4,19,0,0,0,1,0,0,0,0,87.55,0,0
INN07979,1,0,0,2,1,0,0,0,1,0,0,0,0,0,102,2018,12,6,0,0,0,0,1,0,0,0,86.4,2,1
INN07988,2,0,1,2,1,0,0,0,1,0,0,0,0,0,305,2018,11,4,0,0,0,1,0,0,0,0,89,0,1
INN08024,2,0,1,2,1,0,0,0,1,0,0,0,0,0,305,2018,11,4,0,0,0,1,0,0,0,0,89,0,1
INN08039,2,0,1,2,0,0,1,0,1,0,0,0,0,0,30,2018,11,11,0,0,0,0,1,0,0,0,87.27,0,0
INN08040,2,0,0,3,1,0,0,0,0,0,0,1,0,0,35,2018,10,11,0,0,0,0,1,0,0,0,151.5,1,1
INN08043,2,0,1,2,1,0,0,0,1,0,0,0,0,0,39,2017,10,23,0,0,0,0,1,0,0,0,74.88,1,0
INN08050,1,0,1,1,0,0,0,0,1,0,0,0,0,0,301,2018,7,30,0,0,0,1,0,0,0,0,90,0,0
INN08057,1,0,0,2,1,0,0,0,1,0,0,0,0,0,55,2018,3,31,0,0,1,0,0,1,0,5,65,0,0
INN08065,1,0,1,1,1,0,0,0,0,0,0,1,0,0,6,2018,7,11,0,0,0,0,1,0,0,0,166,1,0
INN08068,2,0,2,0,0,0,1,0,1,0,0,0,0,0,20,2018,12,18,0,0,0,0,1,0,0,0,97,1,0
INN08069,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2018,6,7,0,0,0,0,1,0,0,0,115,1,0
INN08078,2,0,0,3,0,0,1,0,1,0,0,0,0,0,58,2018,12,15,0,0,0,0,1,0,0,0,79.2,0,1
INN08102,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2018,4,26,0,1,0,0,0,1,0,22,0,2,0
INN08103,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2017,12,14,0,0,0,0,1,0,0,0,81,0,0
INN08106,2,1,2,3,1,0,0,0,1,0,0,0,0,0,156,2018,7,16,0,0,0,0,1,0,0,0,111.35,2,1
INN08131,2,0,1,0,1,0,0,0,1,0,0,0,0,0,18,2018,7,3,0,0,0,0,1,0,0,0,151,1,0
INN08164,2,0,1,3,0,0,1,0,1,0,0,0,0,0,30,2018,12,5,0,0,0,0,1,0,0,0,74.8,1,0
INN08171,2,0,1,3,1,0,0,0,1,0,0,0,0,0,12,2017,10,12,0,0,1,0,0,0,0,0,100,0,0
INN08201,2,0,2,1,1,0,0,0,1,0,0,0,0,0,14,2017,12,5,0,0,0,1,0,0,0,0,69,1,0
INN08211,2,0,0,3,1,0,0,0,1,0,0,0,0,0,142,2018,8,24,0,0,0,0,1,0,0,0,108.3,0,0
INN08214,1,0,0,3,1,0,0,0,0,1,0,0,0,0,11,2018,3,16,0,0,0,1,0,0,0,0,31,0,0
INN08216,3,0,0,3,1,0,0,0,0,0,0,0,1,0,103,2018,12,27,0,0,0,1,0,0,0,0,113.05,1,0
INN08219,2,0,2,1,1,0,0,0,1,0,0,0,0,0,76,2018,4,2,0,0,0,0,1,0,0,0,87.3,1,0
INN08226,1,0,0,3,1,0,0,0,1,0,0,0,0,0,151,2018,1,19,0,0,0,1,0,0,0,0,80,0,0
INN08241,2,0,2,2,1,0,0,0,1,0,0,0,0,0,87,2018,6,11,0,0,0,1,0,0,0,0,95,0,0
INN08246,1,0,2,2,1,0,0,0,0,0,0,1,0,0,105,2018,7,2,0,0,0,0,1,0,0,0,138.55,0,1
INN08251,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2017,12,15,0,0,1,0,0,1,0,2,75,0,0
INN08256,2,0,0,2,0,0,0,0,1,0,0,0,0,0,256,2018,6,15,0,0,0,1,0,0,0,0,115,1,1
INN08263,2,0,2,2,1,0,0,0,1,0,0,0,0,0,121,2018,3,19,0,0,0,1,0,0,0,0,43.5,0,0
INN08285,2,0,1,2,1,0,0,0,1,0,0,0,0,0,26,2018,10,3,0,0,0,0,1,0,0,0,153,2,0
INN08323,2,0,2,2,0,0,1,0,1,0,0,0,0,0,18,2018,11,20,0,0,0,0,1,0,0,0,61.53,1,0
INN08332,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2017,12,10,0,1,0,0,0,0,0,0,0,0,0
INN08345,2,1,0,3,1,0,0,0,1,0,0,0,0,0,105,2018,6,8,0,0,0,0,1,0,0,0,143.1,0,1
INN08441,2,0,1,2,1,0,0,0,1,0,0,0,0,0,418,2018,9,26,0,0,0,1,0,0,0,0,75,0,1
INN08452,2,0,0,2,1,0,0,0,1,0,0,0,0,0,80,2017,11,20,0,0,0,0,1,0,0,0,72.25,2,0
INN08496,3,0,2,5,1,0,0,0,0,0,0,1,0,0,24,2018,7,9,0,0,0,0,1,0,0,0,184.33,2,0
INN08510,1,0,0,2,1,0,0,0,1,0,0,0,0,0,95,2018,4,5,0,0,0,0,1,0,0,0,72.8,0,1
INN08512,2,0,2,3,1,0,0,0,0,0,0,1,0,0,170,2018,8,11,0,0,0,0,1,0,0,0,112.2,1,1
INN08530,2,0,1,3,1,0,0,0,1,0,0,0,0,0,63,2018,6,20,0,0,0,0,1,0,0,0,99.9,3,0
INN08553,1,1,0,3,1,0,0,0,0,1,0,0,0,0,130,2018,5,5,0,0,0,0,1,0,0,0,194.85,0,0
INN08558,2,0,0,2,0,0,0,0,1,0,0,0,0,0,74,2017,9,18,0,0,0,1,0,0,0,0,101.5,0,0
INN08570,2,0,1,0,1,0,0,0,1,0,0,0,0,0,210,2018,10,3,0,0,0,0,1,0,0,0,83.85,1,0
INN08597,2,1,1,3,1,0,0,0,1,0,0,0,0,0,6,2018,2,4,0,0,0,0,1,0,0,0,109,1,1
INN08615,2,0,2,2,0,0,1,0,1,0,0,0,0,0,7,2018,9,9,0,0,0,0,1,0,0,0,134,1,0
INN08628,3,0,1,4,1,0,0,0,1,0,0,0,0,0,184,2018,7,11,0,0,0,1,0,0,0,0,96.9,1,0
INN08648,2,0,0,2,0,0,1,0,1,0,0,0,0,0,26,2018,8,31,0,0,0,0,1,0,0,0,110,1,0
INN08654,2,2,0,1,1,0,0,0,0,0,0,0,0,1,140,2018,5,7,0,0,0,0,1,0,0,0,177.3,0,1
INN08676,2,0,2,1,1,0,0,0,0,0,0,1,0,0,102,2018,1,3,0,0,0,1,0,0,0,0,48.67,2,0
INN08690,2,1,0,2,1,0,0,0,1,0,0,0,0,0,55,2018,10,18,0,0,0,0,1,0,0,0,142.2,2,0
INN08698,2,0,2,2,1,0,0,0,1,0,0,0,0,0,271,2018,10,22,0,0,0,0,1,0,0,0,95.2,0,1
INN08710,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2017,8,17,0,0,0,0,1,0,0,0,138,0,0
INN08712,2,0,0,2,1,0,0,0,0,0,0,1,0,0,40,2018,9,27,0,0,0,0,1,0,0,0,149.4,1,1
INN08729,2,0,0,3,1,0,0,0,1,0,0,0,0,0,37,2018,10,13,0,0,0,1,0,0,0,0,105,0,0
INN08747,3,0,0,2,1,0,0,0,0,0,0,1,0,0,127,2018,8,26,0,0,0,0,1,0,0,0,128.7,0,1
INN08749,2,0,0,1,0,0,1,0,1,0,0,0,0,0,122,2018,10,4,0,0,0,0,1,0,0,0,108,1,1
INN08752,1,0,0,1,1,0,0,0,1,0,0,0,0,0,53,2018,10,14,0,0,0,1,0,0,0,0,120,0,0
INN08768,2,0,1,0,0,0,1,0,1,0,0,0,0,0,29,2018,10,16,0,0,0,0,1,0,0,0,119,1,0
INN08807,2,0,0,4,1,0,0,0,1,0,0,0,0,0,184,2018,8,9,0,0,0,0,1,0,0,0,99.45,1,1
INN08809,1,0,0,3,1,0,0,0,1,0,0,0,0,0,105,2018,10,12,0,0,0,1,0,0,0,0,70,0,0
INN08813,1,0,1,0,1,0,0,0,1,0,0,0,0,0,12,2017,10,4,0,0,0,1,0,0,0,0,72,0,0
INN08826,2,0,0,2,1,0,0,0,1,0,0,0,0,0,263,2018,10,21,0,0,0,1,0,0,0,0,110,0,1
INN08830,2,0,1,2,1,0,0,0,1,0,0,0,0,0,305,2018,11,4,0,0,0,1,0,0,0,0,89,0,1
INN08854,2,0,0,3,1,0,0,0,1,0,0,0,0,0,36,2018,11,1,0,0,0,1,0,0,0,0,75,0,0
INN08878,2,0,1,3,1,0,0,0,1,0,0,0,0,0,85,2018,10,6,0,0,0,1,0,0,0,0,85,1,0
INN08885,1,0,0,1,1,0,0,0,1,0,0,0,0,0,12,2018,7,30,0,0,1,0,0,0,0,0,65,1,0
INN08897,2,2,1,1,1,0,0,0,0,0,0,0,0,1,39,2018,4,11,0,0,0,0,1,0,0,0,177.3,2,0
INN08946,2,0,1,4,1,0,0,0,1,0,0,0,0,0,148,2017,12,30,0,0,0,1,0,0,0,0,67,0,0
INN08964,2,0,0,2,1,0,0,0,1,0,0,0,0,0,32,2018,11,11,0,0,0,0,1,0,0,0,130,1,1
INN08978,2,0,2,3,1,0,0,0,1,0,0,0,0,0,152,2018,7,22,0,0,0,0,1,0,0,0,101.15,0,1
INN08987,1,0,0,2,1,0,0,0,1,0,0,0,0,0,151,2018,1,19,0,0,0,1,0,0,0,0,71,0,0
INN09001,2,0,2,3,1,0,0,0,1,0,0,0,0,0,207,2017,8,21,0,0,0,0,1,0,0,0,76.5,3,0
INN09005,2,0,0,3,1,0,0,0,1,0,0,0,0,0,57,2018,12,27,0,0,0,0,1,0,0,0,112.8,3,0
INN09042,2,0,1,4,1,0,0,0,1,0,0,0,0,0,74,2018,12,5,0,0,0,0,1,0,0,0,88.4,3,0
INN09047,2,0,1,3,1,0,0,0,1,0,0,0,0,0,100,2018,5,19,0,0,0,0,1,0,0,0,136,1,0
INN09053,1,0,2,2,1,0,0,0,1,0,0,0,0,0,15,2018,11,12,0,0,0,0,1,0,0,0,85.85,1,0
INN09077,1,0,0,1,0,0,0,0,1,0,0,0,0,0,62,2018,9,21,0,0,0,1,0,0,0,0,75,0,0
INN09089,2,0,1,3,1,0,0,0,1,0,0,0,0,0,11,2018,1,4,0,0,0,1,0,0,0,0,70,0,0
INN09090,2,0,0,1,1,0,0,0,1,0,0,0,0,0,5,2018,8,20,0,0,0,0,1,0,0,0,130,1,0
INN09127,2,1,2,2,1,0,0,0,0,0,0,1,0,0,77,2018,8,26,0,0,0,0,1,0,0,0,147.6,0,1
INN09131,2,0,1,0,0,0,1,0,1,0,0,0,0,0,49,2018,7,11,0,0,0,0,1,0,0,0,93.15,0,1
INN09138,2,0,2,1,0,0,1,0,1,0,0,0,0,0,20,2018,3,19,0,0,0,0,1,0,0,0,107.67,0,0
INN09140,2,0,2,3,1,0,0,0,1,0,0,0,0,0,303,2018,8,19,0,0,0,1,0,0,0,0,78,0,1
INN09156,2,0,0,3,1,0,0,0,1,0,0,0,0,0,41,2018,11,2,0,0,0,1,0,0,0,0,75,0,0
INN09163,1,0,1,0,1,0,0,0,1,0,0,0,0,0,34,2017,10,18,0,0,0,1,0,0,0,0,69.3,0,0
INN09166,3,0,0,4,1,0,0,0,0,0,0,1,0,0,57,2018,3,29,0,0,0,0,1,0,0,0,116.45,0,1
INN09167,2,0,0,1,1,0,0,0,1,0,0,0,0,0,56,2018,6,8,0,0,0,1,0,0,0,0,120,0,0
INN09205,2,0,1,2,1,0,0,0,0,0,0,1,0,0,0,2018,9,16,0,1,0,0,0,0,0,0,0,2,0
INN09209,2,0,2,5,1,0,0,0,1,0,0,0,0,0,257,2018,12,17,0,0,0,0,1,0,0,0,73.95,0,1
INN09230,2,0,1,1,0,0,1,0,1,0,0,0,0,0,155,2018,7,18,0,0,0,0,1,0,0,0,103.5,0,1
INN09244,2,0,0,5,1,0,0,0,1,0,0,0,0,0,254,2018,10,25,0,0,0,0,1,0,0,0,90.95,0,1
INN09260,2,0,1,0,0,0,1,0,1,0,0,0,0,0,22,2018,9,12,0,0,0,0,1,0,0,0,89,2,0
INN09261,2,0,1,2,0,0,0,0,1,0,0,0,0,0,161,2018,3,25,0,0,0,1,0,0,0,0,130,0,1
INN09265,2,0,1,2,1,0,0,0,0,0,0,1,0,0,133,2018,6,27,0,0,0,0,1,0,0,0,109.8,0,1
INN09282,3,0,2,1,1,0,0,0,0,0,0,1,0,0,151,2018,7,10,0,0,0,0,1,0,0,0,168.3,2,1
INN09287,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2018,5,5,0,1,0,0,0,1,0,2,0,0,0
INN09289,2,2,1,2,1,0,0,0,0,0,0,0,0,1,36,2018,2,26,0,0,0,0,1,0,0,0,160.5,0,1
INN09299,1,0,2,9,1,0,0,0,1,0,0,0,0,0,55,2018,12,13,0,0,0,0,1,0,0,0,74.8,1,0
INN09309,2,0,0,3,1,0,0,0,1,0,0,0,0,0,103,2018,5,4,0,0,0,1,0,0,0,0,80,0,0
INN09315,1,0,0,2,1,0,0,0,1,0,0,0,0,0,188,2018,6,15,0,0,0,1,0,0,0,0,130,0,1
INN09326,2,0,1,2,1,0,0,0,0,1,0,0,0,0,56,2018,2,8,0,0,0,0,1,0,0,0,71.52,0,0
INN09353,3,0,1,2,1,0,0,0,1,0,0,0,0,0,102,2018,6,10,0,0,0,0,1,0,0,0,159.3,0,0
INN09358,1,0,0,1,1,0,0,0,1,0,0,0,0,0,41,2017,10,28,0,0,0,0,1,0,0,0,120,3,0
INN09372,2,0,2,0,0,0,0,0,1,0,0,0,0,0,386,2018,10,23,0,0,0,1,0,0,0,0,115,1,1
INN09374,2,0,0,2,1,0,0,0,1,0,0,0,0,0,12,2018,2,26,0,0,0,0,1,0,0,0,93,1,0
INN09397,2,0,0,2,0,0,0,0,1,0,0,0,0,0,291,2018,8,19,0,0,0,1,0,0,0,0,115,0,1
INN09414,2,1,1,3,1,0,0,0,1,0,0,0,0,0,11,2018,12,19,0,0,0,0,1,0,0,0,103.1,1,0
INN09426,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2018,1,23,0,0,0,0,1,0,0,0,85,0,0
INN09427,2,0,1,3,1,0,0,0,1,0,0,0,0,0,112,2018,12,22,0,0,0,0,1,0,0,0,88.4,2,1
INN09436,2,0,2,1,1,0,0,0,1,0,0,0,0,0,3,2017,9,19,0,0,1,0,0,0,0,0,120,0,0
INN09440,2,0,0,2,0,0,0,0,1,0,0,0,0,0,39,2017,8,14,0,0,0,1,0,0,0,0,101.5,0,0
INN09441,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2018,10,1,0,0,0,0,1,0,0,0,165,0,0
INN09447,2,0,1,3,1,0,0,0,0,0,0,1,0,0,102,2018,5,5,0,0,0,0,1,0,0,0,132.6,1,0
INN09454,2,0,1,2,1,0,0,0,1,0,0,0,0,0,85,2018,4,15,0,0,0,0,1,0,0,0,96.3,0,1
INN09470,2,0,0,1,0,0,0,0,1,0,0,0,0,0,219,2017,9,4,0,0,0,1,0,0,0,0,108,0,1
INN09475,2,0,0,2,0,0,0,0,1,0,0,0,0,0,63,2017,9,4,0,0,0,1,0,0,0,0,116,0,0
INN09504,1,0,0,2,1,0,0,0,1,0,0,0,0,0,164,2017,10,2,0,0,0,1,0,0,0,0,100,0,0
INN09518,2,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2018,9,22,0,0,0,0,1,0,0,0,194,1,0
INN09529,2,0,2,2,1,0,0,0,1,0,0,0,0,0,10,2018,2,13,0,0,0,1,0,0,0,0,85,0,0
INN09541,2,0,0,2,0,0,0,0,1,0,0,0,0,0,102,2017,10,16,0,0,0,1,0,0,0,0,109,0,0
INN09549,2,0,0,4,1,0,0,0,1,0,0,0,0,0,12,2018,5,11,0,0,0,1,0,0,0,0,104,0,0
INN09554,2,0,2,3,1,0,0,0,1,0,0,0,0,0,33,2018,9,8,0,0,0,0,1,0,0,0,135.9,0,1
INN09555,2,0,0,1,1,0,0,0,1,0,0,0,0,0,3,2018,6,17,0,0,0,0,1,0,0,0,141,2,0
INN09557,1,0,2,1,1,0,0,0,1,0,0,0,0,0,116,2018,2,28,0,0,0,1,0,0,0,0,61,0,1
INN09563,2,0,1,2,1,0,0,0,1,0,0,0,0,0,66,2017,10,9,0,0,0,1,0,0,0,0,75,0,1
INN09567,2,0,2,2,1,0,0,0,1,0,0,0,0,0,165,2018,7,8,0,0,0,0,1,0,0,0,99.45,1,0
INN09572,2,0,1,3,0,0,1,0,1,0,0,0,0,0,217,2018,9,29,0,0,0,0,1,0,0,0,101.15,0,1
INN09581,2,0,0,2,0,0,0,0,1,0,0,0,0,0,292,2018,7,21,0,0,0,1,0,0,0,0,115,0,1
INN09597,2,0,2,0,0,0,1,0,1,0,0,0,0,0,174,2018,7,31,0,0,0,0,1,0,0,0,94.5,0,1
INN09601,2,1,2,4,1,0,0,0,1,0,0,0,0,0,59,2018,7,24,0,0,0,0,1,0,0,0,90.51,1,0
INN09603,1,0,1,1,1,0,0,0,0,0,0,1,0,0,38,2018,2,22,0,0,0,0,1,0,0,0,91.9,1,0
INN09622,2,2,2,2,1,0,0,0,0,0,0,0,0,1,21,2018,11,19,0,0,0,0,1,0,0,0,147.9,2,0
INN09636,2,2,0,1,1,0,0,0,0,1,0,0,0,0,15,2018,3,8,0,0,0,0,1,0,0,0,83.03,0,1
INN09645,2,0,0,3,0,0,1,0,1,0,0,0,0,0,58,2018,12,15,0,0,0,0,1,0,0,0,79.2,0,1
INN09646,2,0,0,2,1,0,0,0,1,0,0,0,0,0,29,2018,10,5,0,0,0,0,1,0,0,0,152,2,0
INN09667,1,0,2,1,1,0,0,0,1,0,0,0,0,0,26,2018,10,2,0,0,0,0,1,0,0,0,147,0,1
INN09669,2,0,2,3,1,0,0,0,1,0,0,0,0,0,1,2017,9,11,0,0,0,0,1,0,0,0,148.8,1,0
INN09683,2,0,0,1,1,0,0,1,0,0,0,0,0,1,36,2018,4,8,0,0,0,0,1,0,0,0,103.95,0,0
INN09686,2,0,0,2,1,0,0,0,1,0,0,0,0,0,27,2018,7,8,0,0,0,0,1,0,0,0,151,1,0
INN09687,2,0,2,2,1,0,0,0,1,0,0,0,0,0,60,2018,7,9,0,0,0,0,1,0,0,0,112.95,1,0
INN09701,2,0,1,3,0,0,1,0,1,0,0,0,0,0,0,2017,8,6,0,0,0,0,1,0,0,0,81,0,0
INN09746,2,0,0,3,0,0,0,0,1,0,0,0,0,0,85,2017,9,30,0,0,0,1,0,0,0,0,125,0,0
INN09758,2,0,2,4,1,0,0,0,0,0,0,1,0,0,88,2018,9,4,0,0,0,0,1,0,0,0,149.4,0,1
INN09781,1,0,2,2,1,0,0,0,1,0,0,0,0,0,115,2018,2,27,0,0,0,1,0,0,0,0,76,0,0
INN09784,2,0,0,2,1,0,0,0,1,0,0,0,0,0,45,2018,12,2,0,0,0,0,1,0,0,0,93.6,1,0
INN09788,3,0,1,0,1,0,0,1,0,0,0,1,0,0,54,2018,7,3,0,0,0,0,1,0,0,0,159.3,2,0
INN09790,2,0,1,3,1,0,0,1,1,0,0,0,0,0,96,2018,10,24,0,0,0,0,1,0,0,0,100.13,3,0
INN09833,1,0,0,2,1,0,0,0,1,0,0,0,0,0,188,2018,6,15,0,0,0,1,0,0,0,0,130,0,1
INN09854,2,0,0,1,0,0,1,0,1,0,0,0,0,0,95,2018,4,14,0,0,0,0,1,0,0,0,65.83,1,0
INN09855,2,0,0,1,1,0,0,0,1,0,0,0,0,0,51,2018,10,6,0,0,0,0,1,0,0,0,95.04,0,1
INN09857,2,0,1,1,1,0,0,0,1,0,0,0,0,0,12,2017,12,5,0,0,0,1,0,0,0,0,55,1,0
INN09878,1,0,0,3,1,0,0,0,1,0,0,0,0,0,166,2018,11,1,0,0,0,1,0,0,0,0,110,0,1
INN09885,2,0,0,4,0,0,1,0,1,0,0,0,0,0,33,2018,3,2,0,0,0,0,1,0,0,0,73.1,0,1
INN09891,2,0,1,5,1,0,0,0,1,0,0,0,0,0,20,2018,1,4,0,0,0,1,0,0,0,0,48.33,0,0
INN09912,2,0,0,2,1,0,0,1,1,0,0,0,0,0,33,2018,3,24,0,0,0,0,1,0,0,0,135.9,0,0
INN09937,1,0,0,2,1,0,0,0,1,0,0,0,0,0,6,2017,12,17,0,0,1,0,0,1,0,4,65,0,0
INN09950,2,0,1,1,1,0,0,1,1,0,0,0,0,0,21,2017,12,28,0,0,0,0,1,0,0,0,125,2,0
INN09954,2,0,2,2,1,0,0,0,1,0,0,0,0,0,23,2018,4,2,0,0,0,1,0,0,0,0,95,2,0
INN09968,1,0,0,2,1,0,0,0,1,0,0,0,0,0,88,2018,10,7,0,0,1,0,0,0,0,0,71,1,0
INN09971,2,0,1,2,0,0,1,0,1,0,0,0,0,0,155,2018,8,26,0,0,0,0,1,0,0,0,85.5,2,0
INN09981,2,0,1,2,1,0,0,0,1,0,0,0,0,0,46,2018,3,21,0,0,0,1,0,0,0,0,85,0,1
INN09987,2,0,2,4,1,0,0,0,1,0,0,0,0,0,28,2018,4,29,0,0,0,0,1,0,0,0,131.6,0,1
INN09995,3,0,0,4,1,0,0,0,0,0,0,1,0,0,109,2018,8,24,0,0,0,0,1,0,0,0,152.1,0,1
INN10020,2,1,2,1,1,0,0,0,1,0,0,0,0,0,69,2018,5,7,0,0,0,0,1,0,0,0,121.5,0,0
INN10021,2,0,1,2,1,0,0,0,1,0,0,0,0,0,66,2017,10,9,0,0,0,1,0,0,0,0,75,0,1
INN10024,2,0,2,3,1,0,0,0,1,0,0,0,0,0,86,2018,2,20,0,0,0,0,1,0,0,0,56.93,1,0
INN10025,2,0,0,5,1,0,0,0,1,0,0,0,0,0,140,2017,12,29,0,0,0,1,0,0,0,0,70,0,0
INN10028,2,0,0,1,1,0,0,0,1,0,0,0,0,0,10,2017,9,5,0,0,0,1,0,0,0,0,85,1,0
INN10058,2,0,1,1,1,0,0,0,1,0,0,0,0,0,97,2018,5,16,0,0,0,1,0,0,0,0,80.75,0,0
INN10070,2,0,0,4,1,0,0,0,0,0,0,0,0,1,2,2018,10,4,0,0,0,0,1,0,0,0,175.56,1,0
INN10074,2,0,2,3,1,0,0,0,1,0,0,0,0,0,183,2018,5,6,0,0,0,0,1,0,0,0,100.3,1,1
INN10076,1,0,1,0,0,0,1,0,1,0,0,0,0,0,15,2018,9,12,0,0,0,0,1,0,0,0,89,0,1
INN10080,2,0,1,3,1,0,0,0,1,0,0,0,0,0,79,2018,3,24,0,0,0,0,1,0,0,0,90.95,1,1
INN10090,2,0,1,2,1,0,0,0,0,0,0,1,0,0,57,2018,3,21,0,0,0,0,1,0,0,0,118.5,1,0
INN10112,3,0,0,2,1,0,0,0,1,0,0,0,0,0,30,2018,3,4,0,0,0,0,1,0,0,0,88.9,0,0
INN10113,2,0,2,2,0,0,1,0,1,0,0,0,0,0,22,2018,8,28,0,0,0,0,1,0,0,0,112.25,2,0
INN10131,2,0,0,1,1,0,0,0,1,0,0,0,0,0,143,2018,10,18,0,0,0,0,1,0,0,0,118.8,2,0
INN10150,2,0,0,2,1,0,0,0,1,0,0,0,0,0,104,2018,4,26,0,0,0,0,1,0,0,0,96.3,2,0
INN10169,2,0,0,3,1,0,0,0,0,0,0,1,0,0,338,2018,12,15,0,0,0,0,1,0,0,0,87.3,0,1
INN10173,3,0,1,3,1,0,0,0,0,0,0,1,0,0,98,2018,12,26,0,0,0,0,1,0,0,0,111.69,0,0
INN10184,2,0,2,1,1,0,0,0,0,0,0,1,0,0,18,2018,8,14,0,0,0,1,0,0,0,0,132.8,0,0
INN10194,2,0,1,4,1,0,0,1,1,0,0,0,0,0,83,2017,8,5,0,0,0,0,1,0,0,0,85.5,1,0
INN10203,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0,2017,8,8,0,0,0,0,1,0,0,0,153,0,0
INN10212,3,0,3,8,1,0,0,0,0,0,0,1,0,0,34,2018,3,10,0,0,0,0,1,0,0,0,118.96,1,1
INN10213,2,0,1,2,1,0,0,0,1,0,0,0,0,0,78,2018,3,25,0,0,0,1,0,0,0,0,100,0,1
INN10243,2,0,0,1,1,0,0,0,1,0,0,0,0,0,16,2018,11,16,0,0,0,0,1,0,0,0,84,0,0
INN10244,2,0,0,3,1,0,0,0,0,0,0,1,0,0,47,2018,3,10,0,0,0,0,1,0,0,0,91.8,0,1
